Linguistics416,LING416,Linguistics 316.
Linguistics419,LING419, Linguistics 319.
Linguistics441,LING441, Linguistics 341.
Linguistics451,LING451, Linguistics 301 or 303.
Linguistics453,LING453, Linguistics 353.
Linguistics455,LING455, Linguistics 201 and 301.
Linguistics467,LING467,Linguistics 201.
Linguistics505,LING505, Linguistics 301 and 303.
Linguistics507,LING507,Linguistics 401 and 407.
Linguistics511,LING511, Linguistics 401.
Linguistics512,LING512,Linguistics 403.
Linguistics516,LING516,Linguistics 416.
Linguistics519,LING519,Philosophy 279 or 377.  Philosophy 371 or Linguistics 319 recommended.
Linguistics531,LING531,Linguistics 301 or 303.
Linguistics551,LING551,Linguistics 301 or 303.
Linguistics553,LING553,Linguistics 453.
Linguistics560,LING560,"Consent of the Linguistics Division of the School of Languages, Linguistics, Literatures and Cultures."
Linguistics571,LING571,Linguistics 319 and 401.
Linguistics598,LING598,Admission to the Linguistics Honours degree program.
Linguistics599,LING599," Consent of the Linguistics Division of the School of Languages, Linguistics, Literatures and Cultures."
Linguistics600,LING600,
Linguistics605,LING605, Consent of the program.
Linguistics611,LING611,Consent of the program.
Linguistics613,LING613, Linguistics 403 and consent of the program.
Linguistics631,LING631, Consent of the program.
Linguistics633,LING633, Consent of the program.
Linguistics635,LING635, Consent of the program.
Linguistics651,LING651,
Linguistics660,LING660,Consent of the program.
Linguistics671,LING671,Consent of the program.
Linguistics697,LING697,
Linguistics699,LING699,
Linguistics797,LING797,
course_name,course_code,prerequisites
Management Studies217,MGST217,Admission to the Haskayne School of Business.
Management Studies301,MGST301,Admission to the Haskayne School of Business Bachelor of Commerce (Honours) program.
Management Studies359,MGST359,24 units. For certain topics consent of the Haskayne School of Business and/or admission to the Haskayne School of Business will also be required. 
Management Studies391,MGST391,"Admission to the Haskayne School of Business, Mathematics 249 or 251 or 265 or 281, Statistics 217, Management Studies 217 and Strategy and Global Management 217.
     "
Management Studies451,MGST451,Admission to the Haskayne School of Business and 54 units including Finance 317.
Management Studies453,MGST453,"Admission to the Haskayne School of Business and 84 units, including Organizational Behaviour and Human Resources 317."
Management Studies501,MGST501,Admission to the Haskayne School of Business Bachelor of Commerce (Honours) program and Management Studies 301.
Management Studies503,MGST503,"Admission to the Haskayne School of Business Bachelor of Commerce (Honours) program, Management Studies 301 and 501."
Management Studies511,MGST511,"Admission to the Haskayne School of Business, consent of the Haskayne School of Business and 90 units."
Management Studies559,MGST559,"Admission to the Haskayne School of Business and 60 units. For certain topics, consent of the Haskayne School of Business will also be required."
Management Studies571,MGST571,Admission to the Haskayne School of Business and 60 units.
Management Studies597,MGST597,Admission to and consent of the Haskayne School of Business.
Management Studies611,MGST611,
Management Studies613,MGST613,
Management Studies672,MGST672,Admission to the Master of Management program.
Management Studies674,MGST674,Admission to the Master of Management program.
Management Studies676,MGST676,Admission to the Master of Management program.
Management Studies703,MGST703,Admission to the Doctor of Business Administration program.
Management Studies705,MGST705,Admission to the Doctor of Business Administration program.
Management Studies709,MGST709,Admission to the Doctor of Business Administration program.
Management Studies711,MGST711,"Admission to the Doctor of Business Administration program.
    "
Management Studies713,MGST713,Admission to the Doctor of Business Administration program.
Management Studies715,MGST715,Strategy and Global Management 601.
Management Studies741,MGST741, Operations Management 601.
Management Studies743,MGST743, Operations Management 601.
Management Studies745,MGST745,Admission to the Doctor of Business Administration program.
Management Studies747,MGST747,Admission to the Doctor of Business Administration program.
Management Studies751,MGST751, Accounting 603 and Finance 601.
Management Studies770,MGST770,Management Studies 601.
Management Studies773,MGST773, Consent of the Haskayne School of Business.
Management Studies781,MGST781, Consent of the Haskayne School of Business.
Management Studies783,MGST783, Consent of the Haskayne School of Business.
Management Studies789,MGST789,Consent of the Haskayne School of Business.
Management Studies791,MGST791, Consent of the Haskayne School of Business.
Management Studies793,MGST793, Consent of the Haskayne School of Business.
Management Studies794,MGST794,Consent of the Haskayne School of Business. 
Management Studies795,MGST795,"Management Studies 781 or 783.
  "
Management Studies797,MGST797, Consent of the Haskayne School of Business.
Management Studies799,MGST799,Consent of the Haskayne School of Business
course_name,course_code,prerequisites
Manufacturing Engineering417,ENMF417, Engineering 200.
Manufacturing Engineering501,ENMF501,Engineering 319.
Manufacturing Engineering503,ENMF503,Manufacturing Engineering 417 and Mechanical Engineering 337.
Manufacturing Engineering509,ENMF509,
Manufacturing Engineering514,ENMF514,
Manufacturing Engineering517,ENMF517,Engineering 319.
Manufacturing Engineering527,ENMF527,
Manufacturing Engineering529,ENMF529,
Manufacturing Engineering533,ENMF533,
Manufacturing Engineering605,ENMF605,
Manufacturing Engineering607,ENMF607,
Manufacturing Engineering609,ENMF609,
Manufacturing Engineering618,ENMF618,
Manufacturing Engineering619,ENMF619,
Manufacturing Engineering621,ENMF621,
Manufacturing Engineering623,ENMF623,
Manufacturing Engineering698,ENMF698,
course_name,course_code,prerequisites
Marine Science321,MRSC321,Biology 241 and 243.
Marine Science420,MRSC420,Consent of the Department.
Marine Science430,MRSC430,Consent of the Department.
Marine Science450,MRSC450,Consent of the Department.
Marine Science500,MRSC500,Consent of the Department.
Marine Science501,MRSC501,Consent of the Department.
Marine Science502,MRSC502,Consent of the Department.
Marine Science507,MRSC507,Consent of the Department.
Marine Science511,MRSC511,Consent of the Department.
Marine Science513,MRSC513,Consent of the Department. Students are expected to have completed at least 54 units of a Biology program.
Marine Science515,MRSC515,Consent of the Department.
Marine Science525,MRSC525,"Consent of the Department. Students are expected to have completed at least 54 units of a Biology program and to have successfully completed courses in organismal diversity, introductory genetics, cell biology and/or biochemistry. Statistics is recommended."
Marine Science537,MRSC537,Consent of the Department. Students are expected to have completed at least 54 units of a Biology program. Statistics is recommended.
Marine Science540,MRSC540, Zoology 403 and consent of the Department.
Marine Science572,MRSC572,Consent of the Department.
Marine Science574,MRSC574,Consent of the Department.
Marine Science600,MRSC600,Consent of the Department.
Marine Science601,MRSC601,Consent of the Department.
Marine Science602,MRSC602,Consent of the Department.
course_name,course_code,prerequisites
Marketing317,MKTG317," Admission to the Haskayne School of Business, and 30 units including Business and Environment 291 or Strategy and Global Management 217."
Marketing341,MKTG341,
Marketing431,MKTG431,Admission to the Haskayne School of Business and Marketing 317.
Marketing433,MKTG433,Admission to the Haskayne School of Business and Marketing 317.
Marketing435,MKTG435,Admission to the Haskayne School of Business and Marketing 317.
Marketing449,MKTG449,Admission to the Haskayne School of Business and Marketing 317.
Marketing465,MKTG465,Admission to the Haskayne School of Business and Marketing 317.
Marketing467,MKTG467,Admission to the Haskayne School of Business and Marketing 317.
Marketing475,MKTG475,Admission to the Haskayne School of Business and Marketing 317.
Marketing477,MKTG477,Admission to the Haskayne School of Business and Marketing 317.
Marketing483,MKTG483,Admission to the Haskayne School of Business and Marketing 317.
Marketing487,MKTG487,Admission to the Haskayne School of Business and Marketing 317.
Marketing493,MKTG493,Admission to the Haskayne School of Business and 84 units including Marketing 317.  
Marketing559,MKTG559,"Admission to the Haskayne School of Business and 54 units including Marketing 317. For certain topics, consent of the Haskayne School of Business will also be required."
Marketing601,MKTG601,
Marketing672,MKTG672,Admission to the Master of Management program.
Marketing674,MKTG674,Admission to the Master of Management program.
Marketing735,MKTG735, Marketing 601.
Marketing741,MKTG741, Marketing 601.
Marketing761,MKTG761, Marketing 601.
Marketing763,MKTG763, Marketing 601.
Marketing783,MKTG783, Marketing 601.
Marketing785,MKTG785, Marketing 601.
Marketing789,MKTG789, Marketing 601 or consent of the Haskayne School of Business.
Marketing793,MKTG793, Marketing 601.
Marketing795,MKTG795, Marketing 601.
Marketing797,MKTG797, Consent of the Haskayne School of Business.
Marketing799,MKTG799,
course_name,course_code,prerequisites
Mathematics177,MATH177,Mathematics 211 and 267.
Mathematics205,MATH205,"Mathematics 30-1, 30-2, or Mathematics 2 (offered by Continuing Education)."
Mathematics209,MATH209,Admission to the Energy Engineering Program.
Mathematics211,MATH211,Mathematics 30-1 or Mathematics 2 (offered by Continuing Education).
Mathematics213,MATH213,A grade of 80 per cent or higher in Mathematics 30-1.
Mathematics249,MATH249,Mathematics 30-1 or Mathematics 2 (offered by Continuing Education).
Mathematics265,MATH265,Mathematics 30-1 or Mathematics 2 (offered by Continuing Education); and Mathematics 31 or Mathematics 3 (offered by Continuing Education).
Mathematics267,MATH267,"One of Mathematics 249, 265 or 275."
Mathematics271,MATH271,Mathematics 211 or 213.
Mathematics273,MATH273,A grade of 80 per cent or higher in Mathematics 30-1.
Mathematics275,MATH275,Mathematics 30-1 or Mathematics 2 (offered by Continuing Education); and Mathematics 31 or Mathematics 3 (offered by Continuing Education).
Mathematics277,MATH277,Mathematics 211 and 275.
Mathematics305,MATH305,Mathematics 211 or 213; and 271 or 273.
Mathematics307,MATH307,Mathematics 267.
Mathematics311,MATH311,Mathematics 211 or 213.
Mathematics313,MATH313,Mathematics 213.
Mathematics315,MATH315,Mathematics 271 or 273.
Mathematics318,MATH318,Mathematics 271 or 273. 
Mathematics319,MATH319,Mathematics 211 or 213; and one other 200-level course from the Field of Mathematics.
Mathematics322,MATH322,Mathematics 271 or 273; Mathematics 367 or 377; Mathematics 375 or 376.
Mathematics325,MATH325,"Mathematics 311 or 313; one of Mathematics 367, 377 or 331. "
Mathematics327,MATH327,Mathematics 271 or 273. 
Mathematics331,MATH331,Mathematics 267 or 277; Mathematics 211 or 213.
Mathematics335,MATH335,Mathematics 267 or 277; Mathematics 271 or 273.
Mathematics355,MATH355,Mathematics 267 or 277; Mathematics 271 or 273. 
Mathematics361,MATH361,"Mathematics 311 or a grade of ""B+"" or higher in Mathematics 213; Mathematics 267 or 277. "
Mathematics367,MATH367,Mathematics 267 or 277; Mathematics 211 or 213. 
Mathematics371,MATH371,"Mathematics 271 or 273; and one of Mathematics 249, 265 or 275."
Mathematics375,MATH375,Mathematics 277 or both Mathematics 267 and 177.
Mathematics376,MATH376,Mathematics 267 or 277.
Mathematics377,MATH377,Mathematics 375. 
Mathematics383,MATH383,Statistics 321. 
Mathematics391,MATH391,"Mathematics 211 or 213; Mathematics 267 or 277; and one of Computer Science 217, 231, 235 or Data Science 211. "
Mathematics401,MATH401,Consent of the Department.
Mathematics403,MATH403,Mathematics 211 or 213; Mathematics 267 or 277 or both Economics 387 and 389.
Mathematics413,MATH413,"One of Mathematics 375, 376, 331 or Applied Mathematics 311; and Mathematics 331 or 367 or 377"
Mathematics415,MATH415,"One of Mathematics 331, 367, 375, 376 or Applied Mathematics 311."
Mathematics429,MATH429,"One of Mathematics 315, Pure Mathematics 315 or 317; one of Mathematics 318, Pure Mathematics 329, 418 or Computer Science 418. "
Mathematics431,MATH431,"Mathematics 311 or 313; one of Mathematics 315, Pure Mathematics 315 or 317. "
Mathematics433,MATH433,"One of Mathematics 375, 376 or Applied Mathematics 311; Mathematics 367 or 377; Mathematics 211 or 213. "
Mathematics445,MATH445,"Mathematics 367 or 377; one of Mathematics 311, 313, 361 or 411; Mathematics 335 or 355."
